age,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,attendance_percentage,internship_experience,dsa_level,coding_practice,projects_completed,aptitude_level,communication_level,mock_interviews,placement_status
27,Male,Mechanical,7.17,82.98,77.04,0,91.06,No,Advanced,None,4,Not Started,Weak,17,Placed
20,Female,Civil,5.44,72.08,88.58,0,77.23,No,Advanced,None,10,Basic,Weak,11,Not Placed
18,Male,CSE,6.1,84.66,56.58,2,53.89,No,Beginner,Regularly,3,Basic,Average,4,Not Placed
25,Male,Mechanical,7.99,66.44,77.87,3,97.77,Yes,Advanced,Regularly,7,Not Started,Weak,8,Not Placed
20,Female,ECE,8.68,70.19,74.26,1,62.35,Yes,Intermediate,None,3,Good,Good,19,Placed
29,Female,IT,9.99,95.37,56.92,0,92.98,No,Beginner,None,10,Not Started,Weak,17,Placed
27,Female,Civil,9.67,67.78,79.95,1,58.44,Yes,Intermediate,Occasionally,7,Good,Average,18,Placed
24,Other,Other,8.21,75.68,63.13,1,92.7,No,Beginner,None,5,Good,Good,2,Placed
27,Male,IT,7.11,94.17,73.42,0,50.66,No,Intermediate,Regularly,10,Basic,Good,8,Placed
22,Male,Civil,8.18,86.14,53.95,1,75.59,Yes,Advanced,None,4,Basic,Average,3,Placed
27,Other,Other,8.93,57.74,72.06,3,88.47,No,Intermediate,Occasionally,3,Not Started,Weak,16,Not Placed
22,Female,IT,5.59,61.48,64.71,0,96.74,No,Beginner,Regularly,3,Good,Average,16,Not Placed
24,Other,Civil,7.05,55.35,89.47,2,95.46,Yes,Intermediate,Regularly,3,Good,Weak,1,Not Placed
26,Other,IT,9.2,82.76,52.73,3,90.98,Yes,Beginner,Regularly,10,Not Started,Weak,8,Placed
29,Other,IT,6.92,74.7,70.09,0,94.41,No,Intermediate,Regularly,8,Not Started,Good,8,Placed
22,Male,Other,7.86,60.91,72.0,0,59.96,No,Advanced,None,3,Not Started,Average,4,Not Placed
18,Other,IT,7.94,97.15,84.8,1,64.21,Yes,Advanced,Occasionally,8,Basic,Good,14,Placed
27,Male,IT,5.92,78.31,77.57,3,64.45,No,Intermediate,None,9,Not Started,Average,14,Not Placed
27,Male,Other,6.81,65.64,82.03,0,68.85,No,Intermediate,None,5,Not Started,Average,2,Not Placed
18,Male,ECE,6.67,77.03,87.3,0,69.67,Yes,Intermediate,Regularly,9,Good,Good,18,Placed
19,Female,CSE,5.13,84.9,91.39,1,77.23,Yes,Beginner,Occasionally,6,Not Started,Average,2,Not Placed
23,Male,AI-ML,5.12,58.35,65.07,0,57.99,Yes,Intermediate,Regularly,9,Good,Average,5,Not Placed
26,Male,Mechanical,9.16,67.09,75.83,2,84.56,Yes,Intermediate,None,2,Good,Weak,3,Not Placed
25,Female,AI-ML,6.37,90.51,90.33,2,58.38,Yes,Beginner,None,7,Basic,Average,12,Not Placed
30,Male,AI-ML,7.59,75.23,97.49,2,65.52,Yes,Advanced,Regularly,2,Not Started,Average,12,Placed
22,Other,Civil,6.49,79.05,92.7,3,75.17,No,Intermediate,None,0,Not Started,Good,10,Not Placed
18,Other,CSE,9.7,74.04,67.83,1,89.82,No,Intermediate,None,9,Good,Good,4,Placed
30,Male,Civil,6.3,56.93,59.37,0,86.97,Yes,Advanced,Regularly,4,Basic,Average,0,Not Placed
24,Female,CSE,7.15,62.29,73.49,1,82.28,Yes,Advanced,None,1,Basic,Weak,8,Not Placed
22,Other,Other,9.36,74.6,85.6,0,57.79,No,Beginner,Occasionally,9,Not Started,Weak,16,Placed
23,Female,Other,9.21,64.2,73.64,1,77.35,No,Intermediate,Regularly,5,Good,Good,0,Placed
30,Female,CSE,5.93,57.2,73.19,0,54.37,No,Intermediate,Occasionally,9,Not Started,Average,2,Not Placed
24,Other,IT,9.01,92.12,90.24,1,68.87,Yes,Beginner,None,8,Not Started,Average,14,Placed
20,Female,ECE,7.29,98.17,67.35,2,70.68,Yes,Advanced,None,0,Not Started,Weak,20,Not Placed
29,Other,IT,7.41,89.9,91.27,3,51.99,No,Beginner,Regularly,3,Not Started,Weak,9,Not Placed
27,Female,ECE,5.67,92.57,69.53,0,63.7,Yes,Advanced,None,0,Good,Weak,7,Not Placed
20,Other,Civil,5.4,65.65,65.76,3,97.78,Yes,Beginner,Regularly,0,Basic,Good,11,Not Placed
22,Male,ECE,8.64,97.27,71.79,2,97.68,Yes,Advanced,Regularly,7,Not Started,Average,14,Placed
23,Other,Civil,7.48,63.66,86.6,0,67.62,No,Beginner,Regularly,10,Not Started,Good,8,Placed
26,Other,Other,7.18,96.86,56.05,1,52.16,No,Advanced,Regularly,1,Not Started,Average,9,Not Placed
30,Other,AI-ML,8.65,98.77,59.43,1,58.95,Yes,Advanced,Regularly,0,Not Started,Good,19,Placed
29,Other,Other,8.83,86.32,95.67,1,69.61,Yes,Advanced,Occasionally,10,Basic,Average,8,Placed
22,Female,Other,5.79,98.17,58.42,0,97.39,Yes,Advanced,Regularly,7,Basic,Weak,14,Placed
18,Male,AI-ML,8.05,80.06,77.25,0,57.06,Yes,Advanced,Occasionally,3,Basic,Weak,20,Placed
21,Other,ECE,5.68,66.42,77.81,3,88.18,Yes,Intermediate,None,2,Basic,Weak,20,Not Placed
22,Female,ECE,8.76,74.23,73.5,0,55.43,No,Advanced,Regularly,3,Not Started,Good,0,Placed
29,Male,Civil,8.28,81.12,80.95,1,99.06,Yes,Intermediate,None,10,Good,Weak,1,Placed
27,Male,IT,9.78,58.22,61.03,1,69.08,Yes,Advanced,Regularly,4,Basic,Average,18,Placed
27,Male,Civil,5.34,82.38,76.53,3,88.76,Yes,Intermediate,Occasionally,0,Basic,Good,13,Not Placed
22,Male,IT,5.29,98.17,67.86,0,67.13,No,Intermediate,Occasionally,10,Not Started,Average,7,Not Placed
24,Other,Other,6.41,63.36,81.76,3,81.38,No,Beginner,Occasionally,0,Not Started,Good,5,Not Placed
21,Other,AI-ML,6.31,89.87,56.78,3,59.6,Yes,Advanced,None,2,Not Started,Average,11,Not Placed
18,Female,Other,6.23,94.95,77.4,2,57.3,No,Beginner,Regularly,5,Not Started,Average,14,Not Placed
22,Female,CSE,9.53,96.52,58.89,0,96.9,No,Beginner,None,0,Good,Good,13,Placed
24,Female,ECE,6.25,97.25,63.37,1,95.88,No,Advanced,Occasionally,10,Good,Good,20,Placed
27,Male,IT,6.36,77.94,60.5,2,94.37,No,Beginner,None,1,Basic,Weak,0,Not Placed
27,Male,Civil,8.8,98.0,58.78,0,81.27,No,Advanced,Occasionally,6,Good,Weak,10,Placed
23,Other,AI-ML,7.25,88.32,89.63,0,90.41,No,Beginner,Occasionally,0,Basic,Average,2,Not Placed
22,Male,IT,8.88,62.11,63.71,1,53.45,Yes,Advanced,Occasionally,6,Basic,Average,18,Placed
21,Male,Civil,5.33,75.98,94.5,2,66.74,No,Advanced,Regularly,3,Good,Average,17,Not Placed
19,Male,ECE,7.44,86.61,96.56,0,65.69,No,Advanced,Regularly,9,Basic,Good,19,Placed
21,Female,Other,5.17,65.88,77.42,0,81.78,Yes,Intermediate,Occasionally,5,Not Started,Good,1,Not Placed
27,Female,ECE,5.31,83.19,56.86,3,67.8,Yes,Beginner,None,7,Basic,Weak,6,Not Placed
27,Other,Mechanical,9.53,84.33,67.98,0,57.43,Yes,Intermediate,None,8,Not Started,Average,7,Placed
20,Male,CSE,5.7,62.16,88.29,1,79.82,Yes,Beginner,Regularly,5,Good,Weak,18,Not Placed
27,Male,Mechanical,7.66,79.86,67.63,3,90.72,No,Beginner,Occasionally,10,Good,Good,14,Not Placed
18,Other,AI-ML,7.06,88.95,54.18,0,69.11,No,Beginner,None,8,Basic,Good,9,Not Placed
25,Male,IT,6.74,76.95,76.73,0,56.61,No,Intermediate,Occasionally,3,Not Started,Good,0,Not Placed
22,Male,AI-ML,9.5,55.53,90.57,0,59.83,No,Beginner,None,5,Basic,Weak,5,Placed
30,Female,Other,5.11,55.4,88.2,1,61.87,Yes,Intermediate,Regularly,7,Good,Good,12,Placed
21,Other,Civil,8.32,70.71,58.41,1,64.99,No,Advanced,Occasionally,8,Basic,Average,13,Placed
25,Other,ECE,9.82,95.75,82.29,2,82.14,No,Beginner,Occasionally,2,Basic,Weak,2,Not Placed
24,Other,Mechanical,7.8,65.06,60.58,1,80.05,Yes,Beginner,None,1,Not Started,Good,10,Not Placed
19,Other,Mechanical,9.68,82.91,60.47,0,84.8,No,Advanced,None,5,Good,Weak,2,Placed
18,Female,Other,5.26,64.77,91.96,0,68.13,No,Advanced,None,3,Basic,Weak,18,Not Placed
29,Female,Mechanical,7.09,69.15,61.98,0,91.2,No,Beginner,Occasionally,0,Not Started,Good,9,Not Placed
28,Male,Other,6.3,92.31,62.64,1,60.2,No,Advanced,Regularly,7,Basic,Good,14,Placed
21,Male,AI-ML,8.65,87.07,50.03,0,73.45,Yes,Intermediate,Regularly,8,Not Started,Weak,10,Placed
25,Male,ECE,9.91,59.2,91.79,1,90.05,Yes,Intermediate,None,8,Not Started,Weak,14,Placed
29,Male,IT,6.28,73.86,88.04,0,59.01,Yes,Beginner,Regularly,1,Basic,Good,12,Placed
19,Female,Civil,8.27,56.28,80.11,1,55.49,Yes,Intermediate,None,8,Good,Average,4,Placed
20,Other,IT,5.99,76.16,86.01,1,94.18,Yes,Intermediate,Regularly,6,Good,Weak,3,Not Placed
29,Female,AI-ML,7.83,84.15,57.3,1,67.15,No,Beginner,Occasionally,4,Not Started,Weak,12,Not Placed
18,Male,Civil,7.32,60.21,72.0,1,84.19,No,Advanced,None,6,Good,Average,8,Placed
18,Female,Mechanical,9.86,67.71,66.86,1,51.27,Yes,Beginner,Regularly,8,Not Started,Good,16,Placed
30,Other,CSE,8.04,72.5,54.5,0,84.5,Yes,Intermediate,Occasionally,7,Good,Good,1,Placed
20,Other,AI-ML,6.75,95.46,73.33,3,65.81,Yes,Beginner,Regularly,5,Basic,Average,4,Not Placed
28,Female,AI-ML,5.57,98.7,94.2,1,52.79,No,Beginner,Occasionally,3,Good,Good,15,Not Placed
22,Female,ECE,5.76,56.98,51.92,0,80.49,Yes,Intermediate,Occasionally,0,Not Started,Good,6,Not Placed
29,Female,IT,6.13,88.48,63.99,2,62.04,No,Intermediate,Regularly,5,Not Started,Weak,0,Not Placed
20,Male,AI-ML,6.25,71.36,59.96,0,69.34,No,Beginner,Regularly,2,Good,Weak,11,Not Placed
18,Female,AI-ML,9.25,72.27,61.43,2,54.03,No,Intermediate,Occasionally,5,Basic,Weak,20,Placed
18,Female,Mechanical,7.81,88.19,93.6,0,57.36,No,Intermediate,Occasionally,5,Not Started,Average,10,Placed
25,Female,Mechanical,7.62,95.41,72.47,1,64.9,Yes,Intermediate,Occasionally,3,Not Started,Good,11,Placed
27,Other,Civil,5.57,96.84,72.38,0,54.49,No,Intermediate,None,1,Not Started,Good,18,Not Placed
28,Other,Other,9.3,80.39,86.51,1,95.54,No,Intermediate,Occasionally,8,Not Started,Weak,11,Placed
29,Male,Other,8.61,70.71,57.42,1,50.3,Yes,Intermediate,None,1,Not Started,Weak,11,Placed
30,Male,CSE,5.34,89.65,73.39,1,74.19,No,Advanced,Occasionally,2,Basic,Average,13,Not Placed
30,Other,Other,8.54,66.04,70.64,0,56.16,No,Beginner,None,9,Good,Good,1,Not Placed
29,Other,ECE,7.72,79.82,78.65,2,65.38,No,Intermediate,Occasionally,0,Basic,Average,1,Not Placed
19,Other,CSE,5.41,70.78,97.98,1,96.3,Yes,Beginner,Occasionally,6,Basic,Good,3,Not Placed
30,Female,Civil,7.29,83.89,86.93,1,58.08,No,Advanced,Occasionally,0,Not Started,Average,19,Not Placed
20,Female,Mechanical,7.42,65.58,69.1,3,98.29,No,Intermediate,Regularly,10,Basic,Weak,15,Not Placed
19,Other,Other,5.83,63.43,89.72,1,60.29,Yes,Beginner,Regularly,8,Not Started,Average,9,Not Placed
20,Female,IT,9.73,95.4,58.19,1,87.08,Yes,Intermediate,Occasionally,10,Basic,Average,12,Placed
24,Female,Mechanical,9.25,59.48,51.46,2,77.33,No,Intermediate,None,10,Not Started,Weak,1,Not Placed
18,Male,ECE,8.35,77.26,59.81,0,94.22,No,Intermediate,None,0,Not Started,Good,2,Not Placed
27,Other,Mechanical,7.31,64.72,66.34,0,77.7,Yes,Intermediate,Occasionally,4,Basic,Good,18,Placed
25,Other,ECE,7.06,56.71,74.51,1,76.73,No,Intermediate,Regularly,6,Basic,Weak,5,Placed
30,Female,ECE,8.25,56.58,79.53,0,59.77,Yes,Intermediate,None,2,Good,Average,18,Placed
27,Other,ECE,7.73,62.71,93.71,0,58.31,No,Intermediate,Regularly,8,Good,Average,20,Placed
27,Male,Civil,5.31,93.14,74.47,0,95.82,Yes,Advanced,None,7,Good,Average,19,Placed
27,Male,ECE,7.56,67.43,74.06,0,66.39,No,Advanced,Occasionally,2,Basic,Good,18,Placed
19,Male,ECE,9.03,96.82,52.41,3,68.6,Yes,Intermediate,Regularly,4,Basic,Average,7,Placed
20,Other,IT,7.3,80.59,51.68,0,87.99,Yes,Intermediate,None,6,Not Started,Good,13,Not Placed
26,Other,CSE,5.26,74.21,76.46,1,66.94,Yes,Advanced,Occasionally,3,Good,Average,9,Not Placed
24,Other,AI-ML,8.93,80.52,71.03,1,97.6,Yes,Advanced,Occasionally,4,Not Started,Weak,2,Placed
21,Other,CSE,6.01,77.73,90.28,0,86.9,Yes,Advanced,Occasionally,2,Not Started,Weak,5,Not Placed
27,Other,ECE,6.29,88.39,57.71,1,79.87,No,Intermediate,Regularly,8,Not Started,Good,14,Not Placed
22,Male,IT,5.82,67.43,51.2,0,94.04,No,Beginner,Regularly,9,Not Started,Good,17,Placed
19,Female,Mechanical,6.65,70.53,71.55,3,52.48,Yes,Beginner,Occasionally,8,Good,Weak,13,Not Placed
30,Male,IT,8.78,94.34,61.4,0,62.85,No,Beginner,Regularly,6,Not Started,Weak,18,Placed
28,Other,ECE,7.6,96.64,52.38,1,73.25,No,Beginner,None,9,Basic,Average,9,Not Placed
30,Male,IT,6.02,94.27,84.78,3,61.35,No,Intermediate,Occasionally,1,Basic,Weak,14,Not Placed
25,Other,Other,9.39,73.46,55.36,3,87.2,No,Beginner,Occasionally,6,Basic,Good,3,Placed
21,Other,IT,9.4,89.34,79.2,3,95.96,No,Advanced,Regularly,6,Good,Weak,1,Not Placed
26,Male,ECE,9.35,75.96,63.49,2,71.19,No,Advanced,Occasionally,10,Not Started,Good,2,Placed
22,Other,Civil,6.19,76.89,58.33,0,67.11,Yes,Beginner,None,4,Good,Good,6,Not Placed
30,Female,Other,7.26,64.01,68.23,0,98.08,No,Advanced,Regularly,8,Not Started,Average,15,Placed
26,Other,IT,9.92,81.01,88.47,0,72.24,No,Intermediate,Regularly,10,Good,Average,9,Placed
21,Female,AI-ML,8.86,63.19,68.82,0,74.45,No,Beginner,Occasionally,2,Good,Average,18,Placed
27,Female,AI-ML,5.14,69.59,86.04,0,67.58,Yes,Beginner,Occasionally,3,Not Started,Average,16,Not Placed
22,Other,IT,5.33,92.62,56.02,2,95.48,No,Intermediate,Occasionally,0,Good,Weak,18,Not Placed
26,Male,Civil,7.32,64.11,87.09,0,78.45,No,Advanced,Regularly,5,Not Started,Average,4,Not Placed
25,Female,Mechanical,9.55,58.13,61.37,0,88.11,No,Intermediate,Occasionally,3,Basic,Weak,19,Placed
20,Male,ECE,7.69,58.04,82.51,0,90.59,Yes,Intermediate,None,0,Basic,Average,12,Placed
18,Female,AI-ML,7.49,96.39,77.16,2,67.09,No,Advanced,Occasionally,1,Basic,Average,12,Not Placed
20,Other,Mechanical,5.53,77.3,94.6,2,71.68,Yes,Intermediate,Occasionally,2,Good,Good,10,Not Placed
21,Other,IT,8.28,73.01,68.59,1,92.42,No,Advanced,Regularly,8,Basic,Weak,10,Placed
19,Female,Mechanical,9.11,90.68,53.18,2,68.16,Yes,Advanced,Occasionally,7,Not Started,Good,15,Placed
18,Other,Other,6.9,91.78,50.92,0,89.7,Yes,Intermediate,Regularly,6,Basic,Average,14,Placed
24,Female,CSE,8.88,69.62,89.69,0,97.05,Yes,Advanced,Occasionally,10,Basic,Weak,16,Placed
25,Other,AI-ML,9.82,85.52,75.19,1,81.16,No,Intermediate,None,3,Good,Average,17,Placed
24,Male,IT,6.02,88.93,87.21,0,87.08,Yes,Advanced,None,0,Not Started,Good,18,Not Placed
22,Other,ECE,7.62,83.8,61.25,0,90.25,Yes,Beginner,Regularly,7,Good,Weak,3,Placed
29,Male,Civil,6.44,61.67,66.56,0,92.25,Yes,Advanced,Regularly,3,Good,Good,4,Placed
18,Other,Other,8.96,93.54,51.44,1,69.75,Yes,Advanced,Occasionally,2,Not Started,Average,6,Placed
24,Male,IT,7.89,78.72,96.15,2,52.56,No,Intermediate,Occasionally,8,Good,Average,1,Not Placed
30,Other,ECE,8.17,67.43,82.06,3,70.09,No,Advanced,None,9,Not Started,Average,0,Not Placed
24,Male,Civil,8.99,73.71,94.79,3,83.69,No,Beginner,Occasionally,3,Basic,Weak,11,Not Placed
26,Female,Civil,6.98,56.65,62.74,0,72.52,No,Beginner,None,3,Not Started,Good,9,Not Placed
20,Female,IT,9.58,60.63,79.35,3,87.45,Yes,Advanced,Regularly,8,Not Started,Good,7,Placed
26,Male,Other,7.67,88.68,82.57,1,67.85,No,Advanced,Occasionally,10,Not Started,Average,0,Not Placed
18,Other,Mechanical,5.79,55.0,65.24,1,81.74,Yes,Beginner,Regularly,1,Good,Good,11,Not Placed
18,Male,Mechanical,8.48,73.33,90.71,0,59.32,No,Intermediate,Occasionally,4,Not Started,Weak,1,Placed
21,Other,Civil,8.97,77.99,95.46,1,87.47,No,Beginner,None,3,Not Started,Average,9,Not Placed
26,Female,Mechanical,6.58,57.4,92.47,0,77.28,No,Beginner,Regularly,8,Not Started,Average,16,Placed
23,Other,CSE,9.29,97.82,85.48,2,60.2,Yes,Advanced,Regularly,4,Basic,Average,2,Placed
30,Female,Civil,9.53,64.95,63.32,2,64.6,No,Advanced,Occasionally,8,Not Started,Weak,6,Placed
28,Other,Civil,6.38,68.38,63.52,1,87.43,No,Beginner,Regularly,10,Good,Average,11,Placed
20,Other,ECE,9.92,68.37,96.24,0,74.13,No,Intermediate,None,8,Not Started,Average,7,Placed
18,Other,Mechanical,5.7,65.14,50.49,0,60.8,Yes,Beginner,Regularly,1,Not Started,Average,19,Not Placed
21,Male,Other,6.01,55.06,84.37,1,98.36,No,Beginner,Regularly,8,Basic,Average,11,Not Placed
29,Male,Civil,5.92,87.09,83.9,1,85.76,No,Intermediate,Occasionally,2,Not Started,Good,2,Not Placed
30,Female,Other,9.47,97.54,79.89,2,97.86,Yes,Beginner,Regularly,3,Good,Average,16,Placed
26,Female,CSE,8.27,64.87,97.53,1,71.36,Yes,Beginner,Occasionally,0,Not Started,Weak,8,Not Placed
20,Male,ECE,5.76,84.17,64.97,0,73.76,No,Advanced,Occasionally,0,Good,Average,9,Not Placed
29,Female,IT,7.2,87.64,66.32,1,94.9,No,Intermediate,Regularly,0,Basic,Average,5,Not Placed
26,Male,Other,8.08,92.33,53.79,0,76.25,No,Advanced,None,8,Not Started,Good,0,Placed
24,Other,Civil,5.42,73.6,71.25,1,85.36,Yes,Advanced,Occasionally,10,Basic,Average,11,Not Placed
29,Female,CSE,9.41,68.33,62.53,2,62.61,Yes,Intermediate,Regularly,7,Not Started,Good,4,Placed
21,Female,AI-ML,9.02,69.31,66.48,2,72.34,Yes,Intermediate,Occasionally,4,Good,Weak,12,Placed
20,Male,CSE,7.53,86.36,90.06,0,56.17,No,Beginner,None,4,Basic,Good,14,Not Placed
27,Female,CSE,9.84,90.94,94.9,1,60.3,Yes,Advanced,None,8,Not Started,Average,10,Placed
22,Female,ECE,7.09,62.99,58.92,2,50.05,No,Intermediate,Occasionally,2,Good,Weak,7,Not Placed
22,Other,IT,9.92,71.32,67.88,1,51.96,Yes,Advanced,None,2,Basic,Average,4,Placed
20,Female,AI-ML,8.34,94.69,94.57,0,98.86,Yes,Advanced,Regularly,6,Not Started,Good,1,Placed
29,Other,Mechanical,8.17,90.49,52.97,0,62.12,Yes,Intermediate,Regularly,8,Basic,Weak,11,Placed
26,Male,Mechanical,5.83,98.33,54.43,3,83.17,No,Beginner,Occasionally,5,Not Started,Weak,1,Not Placed
21,Female,Other,9.41,88.19,57.81,2,91.95,No,Advanced,None,1,Good,Good,15,Placed
28,Other,CSE,7.14,72.3,78.57,0,77.53,No,Intermediate,Regularly,0,Good,Good,20,Not Placed
22,Male,ECE,5.81,80.99,57.22,0,57.66,No,Beginner,Regularly,1,Basic,Weak,2,Not Placed
21,Female,ECE,5.06,84.08,96.47,1,86.41,Yes,Advanced,Regularly,0,Basic,Weak,9,Not Placed
22,Male,Mechanical,7.8,58.45,71.44,2,80.01,No,Intermediate,Occasionally,9,Not Started,Good,18,Placed
24,Female,Other,7.64,78.96,74.07,0,86.56,Yes,Advanced,Occasionally,9,Good,Average,7,Placed
26,Male,Other,8.6,86.21,61.84,3,88.49,No,Intermediate,Regularly,8,Not Started,Weak,6,Not Placed
24,Male,Other,9.45,62.36,72.61,1,98.77,No,Intermediate,Regularly,9,Good,Good,0,Placed
30,Other,AI-ML,5.4,89.35,81.77,3,78.68,Yes,Advanced,None,7,Basic,Average,11,Not Placed
22,Male,IT,8.66,80.69,86.06,0,67.08,Yes,Advanced,None,6,Not Started,Weak,4,Placed
27,Female,AI-ML,5.94,96.9,86.19,1,82.42,No,Intermediate,None,2,Not Started,Weak,15,Not Placed
27,Female,Civil,9.29,56.87,77.74,0,53.42,No,Beginner,Occasionally,7,Good,Good,3,Placed
24,Other,Civil,9.1,66.67,93.41,3,94.87,Yes,Advanced,Regularly,1,Good,Average,16,Placed
27,Female,IT,7.7,81.47,89.24,0,55.97,Yes,Intermediate,Occasionally,1,Good,Weak,20,Placed
22,Female,Mechanical,8.55,68.05,86.34,0,66.39,Yes,Intermediate,Regularly,10,Basic,Average,1,Placed
20,Female,IT,6.57,86.43,52.67,0,90.79,Yes,Beginner,None,9,Not Started,Average,11,Placed
24,Male,ECE,7.36,88.4,50.33,2,79.87,Yes,Beginner,None,2,Good,Weak,0,Not Placed
30,Male,Civil,9.11,59.51,60.2,1,69.68,No,Beginner,None,6,Basic,Average,11,Placed
28,Female,CSE,7.3,77.61,81.85,0,73.67,No,Advanced,None,0,Good,Weak,11,Not Placed
28,Other,CSE,6.79,77.39,69.74,0,92.73,No,Intermediate,Regularly,7,Not Started,Average,11,Placed
19,Male,Mechanical,7.47,71.25,69.32,1,67.0,No,Intermediate,None,6,Good,Weak,18,Placed
29,Other,ECE,9.14,96.05,92.46,2,93.48,Yes,Intermediate,Regularly,3,Not Started,Good,16,Placed
26,Female,AI-ML,6.68,91.41,92.99,2,54.41,Yes,Beginner,Regularly,4,Basic,Weak,19,Not Placed
27,Female,ECE,5.87,85.68,93.64,0,88.84,Yes,Intermediate,Occasionally,9,Basic,Weak,10,Placed
27,Male,CSE,8.56,86.43,65.07,2,92.38,No,Advanced,None,0,Good,Weak,12,Not Placed
29,Female,CSE,9.13,75.32,83.17,1,59.09,Yes,Beginner,None,3,Not Started,Average,7,Not Placed
18,Male,Civil,5.5,95.52,63.04,0,71.52,Yes,Beginner,Occasionally,0,Not Started,Good,9,Not Placed
30,Female,ECE,6.2,85.56,59.15,0,58.27,No,Beginner,Regularly,0,Not Started,Average,7,Not Placed
23,Female,ECE,5.71,87.08,58.86,2,85.33,No,Beginner,None,9,Good,Average,19,Not Placed
24,Male,CSE,6.74,92.91,66.42,2,76.77,No,Advanced,Regularly,0,Not Started,Weak,7,Not Placed
30,Male,AI-ML,7.25,67.06,70.64,1,81.77,Yes,Intermediate,Occasionally,6,Not Started,Average,8,Not Placed
25,Male,Mechanical,8.74,90.51,89.89,1,59.82,Yes,Advanced,Regularly,6,Not Started,Weak,6,Placed
27,Female,Other,8.26,63.59,55.75,1,60.59,No,Intermediate,None,3,Not Started,Good,13,Not Placed
26,Female,Mechanical,8.1,70.2,85.28,3,52.07,No,Advanced,Regularly,1,Good,Average,1,Not Placed
19,Other,ECE,6.76,69.77,75.51,2,66.1,Yes,Beginner,Regularly,2,Good,Average,10,Not Placed
28,Male,Mechanical,9.21,98.06,63.82,0,77.99,No,Beginner,None,7,Not Started,Average,7,Placed
27,Female,CSE,7.36,92.69,73.66,0,92.9,Yes,Advanced,None,7,Not Started,Weak,12,Not Placed
19,Female,CSE,9.9,85.85,64.4,2,83.35,No,Advanced,Regularly,10,Basic,Weak,20,Placed
22,Male,ECE,8.17,86.99,78.61,0,71.77,No,Intermediate,Regularly,10,Basic,Average,14,Placed
30,Other,ECE,5.63,79.73,70.82,0,97.66,No,Advanced,Occasionally,5,Not Started,Average,2,Not Placed
22,Male,Other,8.38,96.67,57.89,3,85.96,Yes,Advanced,None,9,Not Started,Good,13,Placed
23,Other,Other,6.63,76.84,55.6,1,96.51,Yes,Intermediate,Regularly,8,Basic,Good,14,Placed
20,Female,Civil,8.43,71.74,76.24,2,76.38,No,Intermediate,None,10,Basic,Good,1,Not Placed
25,Other,ECE,5.35,62.17,93.32,1,62.95,Yes,Intermediate,Occasionally,8,Not Started,Good,18,Not Placed
30,Female,AI-ML,5.87,89.59,66.51,0,52.64,No,Advanced,Regularly,3,Good,Good,11,Not Placed
18,Male,Mechanical,9.28,87.32,85.18,2,86.3,No,Intermediate,Regularly,0,Good,Weak,19,Placed
23,Male,ECE,6.14,71.91,81.62,3,56.07,Yes,Beginner,Regularly,0,Not Started,Good,3,Not Placed
21,Male,IT,9.19,56.11,94.71,0,65.14,Yes,Beginner,None,9,Not Started,Good,2,Placed
18,Other,Civil,6.4,91.92,89.41,0,76.62,Yes,Beginner,Occasionally,4,Basic,Average,4,Not Placed
24,Female,IT,8.21,55.5,77.2,3,78.22,Yes,Advanced,None,1,Basic,Weak,2,Not Placed
26,Male,CSE,8.47,85.96,81.54,2,80.03,No,Beginner,Regularly,5,Good,Good,14,Placed
30,Male,Other,7.56,97.69,93.12,0,58.31,Yes,Advanced,Occasionally,6,Not Started,Good,18,Placed
21,Female,Mechanical,6.53,74.26,69.18,0,68.99,Yes,Advanced,Regularly,0,Basic,Good,1,Placed
21,Male,ECE,6.06,65.34,65.69,0,80.86,No,Beginner,Regularly,5,Good,Average,11,Not Placed
23,Female,IT,5.17,86.01,50.52,0,98.49,No,Intermediate,None,7,Good,Average,4,Not Placed
29,Female,Mechanical,6.52,90.95,89.67,0,86.38,No,Advanced,Regularly,4,Good,Average,16,Placed
20,Female,CSE,8.27,79.04,88.45,0,96.13,No,Beginner,Occasionally,6,Basic,Good,13,Placed
30,Female,Other,9.69,97.55,55.01,0,88.11,Yes,Advanced,Regularly,9,Basic,Average,9,Placed
29,Female,AI-ML,9.36,57.27,77.69,3,79.59,Yes,Intermediate,Regularly,5,Not Started,Good,2,Placed
23,Other,Civil,8.83,77.21,72.27,1,59.6,No,Intermediate,None,3,Not Started,Weak,3,Not Placed
24,Male,Mechanical,8.94,86.61,55.7,0,83.33,No,Beginner,Occasionally,6,Good,Good,5,Placed
28,Other,Mechanical,8.32,92.96,97.07,2,81.17,Yes,Advanced,None,9,Good,Average,15,Placed
27,Male,AI-ML,6.3,62.89,60.31,0,80.12,Yes,Advanced,Regularly,8,Basic,Weak,6,Placed
27,Other,Mechanical,9.54,90.2,53.23,1,74.49,Yes,Advanced,None,9,Basic,Good,14,Placed
20,Female,CSE,8.35,79.32,78.55,0,76.43,Yes,Advanced,None,9,Not Started,Weak,20,Placed
24,Male,CSE,7.8,72.45,85.47,0,66.72,Yes,Beginner,None,6,Not Started,Weak,19,Not Placed
20,Male,AI-ML,5.55,60.8,51.56,1,75.97,No,Intermediate,None,4,Not Started,Weak,10,Not Placed
